"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.470529588E2,-4.632865906E-1,-9.559720459E0,1.866318970E0,9.751206911E0
3.470629988E2,-4.677772522E-1,-9.587562561E0,1.844913483E0,9.774654837E0
3.470730698E2,-4.760101318E-1,-9.605525208E0,1.823507996E0,9.788660867E0
3.470831408E2,-4.873864746E-1,-9.604477386E0,1.781894531E0,9.780525526E0
3.470932108E2,-5.044509888E-1,-9.593849487E0,1.765129395E0,9.767911781E0
3.471032518E2,-5.128335571E-1,-9.600136414E0,1.764380951E0,9.774387835E0
3.471133218E2,-5.225633240E-1,-9.575138397E0,1.767524414E0,9.750922536E0
3.471233928E2,-5.343887329E-1,-9.552535400E0,1.797013092E0,9.734770667E0
3.471334338E2,-5.301974487E-1,-9.536818085E0,1.813029785E0,9.722092651E0
3.471435038E2,-5.322930908E-1,-9.520202637E0,1.832938385E0,9.709647640E0
3.471535748E2,-5.294490051E-1,-9.500892792E0,1.845362549E0,9.692917158E0
3.471636458E2,-5.321434021E-1,-9.485923920E0,1.862427063E0,9.681661209E0
3.471736858E2,-5.381309509E-1,-9.480086060E0,1.856140137E0,9.675064487E0
3.471837568E2,-5.406756592E-1,-9.502389679E0,1.847607880E0,9.695431638E0
3.471938278E2,-5.399272156E-1,-9.502239990E0,1.856140137E0,9.696872817E0
3.472038988E2,-5.366340637E-1,-9.504784698E0,1.866618347E0,9.701194377E0
3.472139388E2,-5.300477600E-1,-9.520502014E0,1.875150604E0,9.717875232E0
3.472240098E2,-5.251080322E-1,-9.540410614E0,1.878593445E0,9.737776258E0
3.472340798E2,-5.307962036E-1,-9.575886841E0,1.863923950E0,9.770034078E0
3.472441508E2,-5.135820007E-1,-9.577683105E0,1.850451965E0,9.768313704E0
3.472541918E2,-4.757107544E-1,-9.562115479E0,1.831890564E0,9.747624130E0
3.472642618E2,-4.540058899E-1,-9.554930420E0,1.813628540E0,9.736121669E0
3.472743328E2,-4.426295471E-1,-9.566306763E0,1.800455933E0,9.744320785E0
3.472843728E2,-4.215234375E-1,-9.580527191E0,1.797162781E0,9.756740097E0
3.472944438E2,-4.076023865E-1,-9.591304779E0,1.802252197E0,9.767670145E0
3.473045148E2,-3.999682617E-1,-9.601184235E0,1.789678345E0,9.774746129E0
3.473145858E2,-4.077520752E-1,-9.597142639E0,1.774859161E0,9.768394629E0
3.473246258E2,-3.920347595E-1,-9.573791199E0,1.778002625E0,9.745381599E0
3.473346968E2,-3.796105957E-1,-9.548643494E0,1.774410095E0,9.719528176E0
3.473447678E2,-3.695814514E-1,-9.525441742E0,1.767075348E0,9.695008309E0
3.473548388E2,-3.541635132E-1,-9.520651703E0,1.757345581E0,9.687956654E0
3.473648788E2,-3.469784546E-1,-9.535919952E0,1.727108459E0,9.697271112E0
3.473749498E2,-3.293151855E-1,-9.548194427E0,1.705104218E0,9.704836202E0
3.473850198E2,-3.168910217E-1,-9.528136139E0,1.698218536E0,9.683477908E0
3.473950608E2,-3.155438232E-1,-9.494755554E0,1.689686279E0,9.649092738E0
3.474051318E2,-3.215313721E-1,-9.487271118E0,1.674268341E0,9.639235974E0
3.474152018E2,-3.357518005E-1,-9.504036255E0,1.669777679E0,9.655443641E0
3.474252728E2,-3.423381042E-1,-9.537865906E0,1.677860870E0,9.690371433E0
3.474353128E2,-3.367996216E-1,-9.568402405E0,1.682800598E0,9.721089261E0
3.474453838E2,-3.303630066E-1,-9.582772522E0,1.683698730E0,9.735168737E0
3.474554548E2,-3.159928894E-1,-9.591903534E0,1.690734100E0,9.744898497E0
3.474655258E2,-3.113525391E-1,-9.596543884E0,1.697320404E0,9.750461091E0
3.474755658E2,-3.041674805E-1,-9.599238281E0,1.706900482E0,9.754558047E0
3.474856368E2,-2.930905151E-1,-9.578281860E0,1.729802856E0,9.737638490E0
3.474957078E2,-2.868035889E-1,-9.549242249E0,1.748963013E0,9.712319776E0
3.475057778E2,-3.019221497E-1,-9.530830536E0,1.758393402E0,9.696382575E0
3.475158188E2,-3.375480652E-1,-9.524842987E0,1.764830017E0,9.692842597E0
3.475258898E2,-3.701802063E-1,-9.524244232E0,1.775158539E0,9.695331321E0
3.475359598E2,-4.041595459E-1,-9.529932404E0,1.789229279E0,9.704859503E0
3.475460008E2,-4.403842163E-1,-9.519454193E0,1.789528656E0,9.696203340E0
3.475560708E2,-4.816983032E-1,-9.525591431E0,1.790127411E0,9.704302216E0
3.475661418E2,-5.304968262E-1,-9.526339874E0,1.788780212E0,9.707332946E0
3.475762128E2,-5.698649597E-1,-9.513466644E0,1.797162781E0,9.698483785E0
3.475862528E2,-6.188131714E-1,-9.521250458E0,1.819616089E0,9.713297212E0
3.475963238E2,-6.746470642E-1,-9.533075867E0,1.853595428E0,9.735014132E0
3.476063948E2,-7.077282715E-1,-9.534273376E0,1.895358582E0,9.746570283E0
3.476164658E2,-7.450007629E-1,-9.529782715E0,1.929038544E0,9.751562666E0
3.476265058E2,-7.870632935E-1,-9.528884583E0,1.950294342E0,9.758214900E0
3.476365768E2,-8.276289368E-1,-9.529333649E0,1.964215393E0,9.764799617E0
3.476466478E2,-8.749305725E-1,-9.516460419E0,1.983076172E0,9.760179994E0
3.476566878E2,-9.237290955E-1,-9.496402130E0,1.991758118E0,9.746898443E0
3.476667588E2,-9.406439209E-1,-9.510323181E0,2.002535706E0,9.764282219E0
3.476768298E2,-9.216334534E-1,-9.545200653E0,2.009271698E0,9.797828151E0
3.476868998E2,-8.910969543E-1,-9.570048981E0,1.991309052E0,9.815559231E0
3.476969408E2,-8.665480042E-1,-9.564061432E0,1.947450256E0,9.798711090E0
3.477070108E2,-8.434959412E-1,-9.539362793E0,1.887425079E0,9.760804338E0
3.477170818E2,-8.090675354E-1,-9.504335632E0,1.843117218E0,9.715146276E0
3.477271528E2,-7.833210754E-1,-9.505982208E0,1.808090057E0,9.708062593E0
3.477371928E2,-7.566764832E-1,-9.534872131E0,1.789678345E0,9.730842432E0
3.477472638E2,-7.271878052E-1,-9.559570770E0,1.764380951E0,9.748191399E0
3.477573348E2,-7.024891663E-1,-9.561217346E0,1.747615814E0,9.744974561E0
3.477673748E2,-6.771917725E-1,-9.561666412E0,1.748513947E0,9.743785419E0
3.477774458E2,-6.541397095E-1,-9.582473145E0,1.736538849E0,9.760494736E0
3.477875168E2,-6.328839111E-1,-9.582323456E0,1.736089783E0,9.758866358E0
3.477975878E2,-6.144721985E-1,-9.580826569E0,1.736538849E0,9.756299554E0
3.478076278E2,-5.923182678E-1,-9.557924194E0,1.751358032E0,9.735091720E0
3.478176988E2,-5.845344543E-1,-9.543404388E0,1.786534882E0,9.726764865E0
3.478277688E2,-5.917195129E-1,-9.551487579E0,1.827699280E0,9.742768170E0
3.478378398E2,-5.813909912E-1,-9.570048981E0,1.852098541E0,9.764943522E0
3.478478808E2,-5.647755432E-1,-9.578730927E0,1.854044495E0,9.772847004E0
3.478579508E2,-5.373825073E-1,-9.567653961E0,1.813628540E0,9.752847316E0
3.478680218E2,-4.882846069E-1,-9.570647736E0,1.750310211E0,9.741627470E0
3.478780928E2,-4.243675232E-1,-9.559570770E0,1.704804840E0,9.719662579E0
3.478881328E2,-4.643344116E-1,-9.531728668E0,1.712139587E0,9.695405088E0
3.478982038E2,-4.872367859E-1,-9.516161041E0,1.740879822E0,9.686350355E0
3.479082748E2,-4.469705200E-1,-9.498198395E0,1.800006866E0,9.677581315E0
3.479183148E2,-5.373825073E-1,-9.561516724E0,1.839824066E0,9.751734954E0
3.479283858E2,-5.080435181E-1,-9.531279602E0,1.854792938E0,9.723356206E0
3.479384568E2,-5.918692017E-1,-9.556127930E0,1.860930176E0,9.753612217E0
3.479485268E2,-6.565347290E-1,-9.485923920E0,1.832938385E0,9.683669428E0
3.479585678E2,-6.400689697E-1,-9.419312439E0,1.864223328E0,9.623329139E0
3.479686388E2,-7.101232910E-1,-9.516460419E0,1.882934418E0,9.726907834E0
3.479787088E2,-6.159690857E-1,-9.428593140E0,1.927092590E0,9.643208613E0
3.479888490E2,-3.481759644E-1,-9.400152283E0,1.931732941E0,9.602899645E0
3.479988890E2,-3.230282593E-1,-9.592053223E0,1.889969788E0,9.781810573E0
3.480089600E2,-3.267704773E-1,-9.609566803E0,1.899699554E0,9.800990332E0
3.480190310E2,-3.577560425E-1,-9.550140381E0,1.896107025E0,9.743120267E0
3.480290710E2,-4.893324280E-1,-9.547445984E0,1.894759827E0,9.745936889E0
3.480391420E2,-5.953120422E-1,-9.530680847E0,1.897753601E0,9.736002392E0
3.480492130E2,-6.719526672E-1,-9.553732910E0,1.859433289E0,9.756168565E0
3.480592840E2,-6.911128235E-1,-9.565408630E0,1.814676361E0,9.760518915E0
3.480693240E2,-7.110214233E-1,-9.579928436E0,1.789977722E0,9.771622207E0
3.480793950E2,-7.322772217E-1,-9.650431824E0,1.784588928E0,9.841332326E0
3.480894660E2,-7.152127075E-1,-9.678573303E0,1.822011108E0,9.874514412E0
3.480995360E2,-6.224057007E-1,-9.627379761E0,1.832489319E0,9.819971844E0
3.481095770E2,-5.294490051E-1,-9.588610382E0,1.808988190E0,9.772113568E0
3.481196480E2,-4.652325439E-1,-9.512867889E0,1.754202118E0,9.684437096E0
3.481297180E2,-4.749623108E-1,-9.457782440E0,1.669478302E0,9.615736877E0
3.481397590E2,-5.370831299E-1,-9.448651428E0,1.628613281E0,9.603012721E0
3.481498290E2,-6.423143005E-1,-9.490115204E0,1.634002075E0,9.651156253E0
3.481599000E2,-7.015910339E-1,-9.507778473E0,1.631307678E0,9.672189318E0
3.481699710E2,-6.665638733E-1,-9.453142090E0,1.639690247E0,9.617421009E0
3.481800110E2,-5.604345703E-1,-9.407487030E0,1.626367950E0,9.563470700E0
3.481900820E2,-4.026626587E-1,-9.354946289E0,1.655706940E0,9.508865482E0
3.482001530E2,-3.158432007E-1,-9.437724152E0,1.679507446E0,9.591201142E0
3.482102240E2,-5.433700562E-1,-9.756710815E0,1.714384918E0,9.921077190E0
3.482202640E2,-6.378236389E-1,-9.751920776E0,1.776505737E0,9.932912486E0
3.482303350E2,-5.855822754E-1,-9.648336182E0,1.874102783E0,9.846093587E0
3.482404060E2,-6.053411865E-1,-9.606722717E0,1.778002625E0,9.788608310E0
3.482504760E2,-5.689668274E-1,-9.560468903E0,1.728605347E0,9.732130565E0
3.482605170E2,-6.018983459E-1,-9.553433533E0,1.742526398E0,9.729685099E0
3.482705870E2,-6.119274902E-1,-9.522298279E0,1.782044220E0,9.706920282E0
3.482806580E2,-5.981561279E-1,-9.540111237E0,1.879042511E0,9.741781866E0
3.482906990E2,-5.891748047E-1,-9.610914001E0,1.878443756E0,9.810471234E0
3.483007690E2,-5.965095520E-1,-9.660760345E0,1.859433289E0,9.856145608E0
3.483108400E2,-6.143225098E-1,-9.649683380E0,1.833387451E0,9.841498414E0
3.483209110E2,-6.602769470E-1,-9.580527191E0,1.781894531E0,9.767170267E0
3.483309510E2,-7.563771057E-1,-9.563462677E0,1.710043945E0,9.744545910E0
3.483410220E2,-9.604028320E-1,-9.559570770E0,1.612596588E0,9.742085745E0
3.483510930E2,-1.052611084E0,-9.446855164E0,1.567091217E0,9.633630544E0
3.483611640E2,-9.574090576E-1,-9.441915436E0,1.587448883E0,9.622182349E0
3.483712040E2,-9.157955933E-1,-9.614356842E0,1.608255615E0,9.790864373E0
3.483812750E2,-8.446934509E-1,-9.696685638E0,1.650617523E0,9.872373453E0
3.483913460E2,-7.247927856E-1,-9.716893616E0,1.724414063E0,9.895299388E0
3.484013860E2,-5.626799011E-1,-9.678573303E0,1.792971497E0,9.859317250E0
3.484114570E2,-3.788621521E-1,-9.592352600E0,1.788780212E0,9.765065263E0
3.484215270E2,-3.008743286E-1,-9.591304779E0,1.760339355E0,9.756149208E0
3.484315980E2,-3.626957703E-1,-9.632918243E0,1.717229004E0,9.791503335E0
3.484416380E2,-4.327500916E-1,-9.561367035E0,1.762434998E0,9.732070147E0
3.484517090E2,-4.736151123E-1,-9.439071350E0,1.769620056E0,9.615192893E0
3.484617800E2,-6.204597473E-1,-9.489366760E0,1.657203827E0,9.652946510E0
3.484718510E2,-7.408094788E-1,-9.543853455E0,1.678160248E0,9.718547179E0
3.484818910E2,-8.054750061E-1,-9.489516449E0,1.742526398E0,9.681741097E0
3.484919620E2,-9.957293701E-1,-9.554331665E0,1.681453400E0,9.752128797E0
3.485020330E2,-1.126407623E0,-9.544751587E0,1.689536591E0,9.758361076E0
3.485121040E2,-1.087189178E0,-9.447753296E0,1.747615814E0,9.669342464E0
3.485221440E2,-1.033151550E0,-9.432784424E0,1.775757294E0,9.653918276E0
3.485322150E2,-6.899153137E-1,-9.440119171E0,1.888921967E0,9.651935521E0
3.485422850E2,-7.026388550E-1,-9.573940887E0,2.035018158E0,9.813019127E0
3.485523260E2,-6.741979980E-1,-9.573641510E0,2.030377808E0,9.809770066E0
3.485623970E2,-7.244934082E-1,-9.563312988E0,2.062560883E0,9.809995077E0
3.485724670E2,-8.170010376E-1,-9.607171783E0,1.995350647E0,9.846149734E0
3.485825380E2,-8.885522461E-1,-9.634714508E0,1.780397644E0,9.838041701E0
3.485925780E2,-8.996292114E-1,-9.639953613E0,1.534758453E0,9.802730329E0
3.486026490E2,-8.785231018E-1,-9.596094818E0,1.392703857E0,9.736347500E0
3.486127200E2,-8.138575745E-1,-9.565708008E0,1.432970123E0,9.706623368E0
3.486227910E2,-7.891589355E-1,-9.498497772E0,1.615141296E0,9.667104694E0
3.486328310E2,-7.024891663E-1,-9.373208313E0,1.712139587E0,9.554158627E0
3.486429020E2,-7.078779602E-1,-9.491312714E0,1.792971497E0,9.685084152E0
3.486529730E2,-7.427554321E-1,-9.630672913E0,1.763333130E0,9.818904731E0
3.486630130E2,-7.235952759E-1,-9.695637817E0,1.630259857E0,9.858333024E0
3.486730840E2,-7.313790894E-1,-9.782606964E0,1.574276276E0,9.935424509E0
3.486831550E2,-7.189549255E-1,-9.714947662E0,1.625918884E0,9.876270373E0
3.486932250E2,-6.438111877E-1,-9.538464661E0,1.669478302E0,9.704842025E0
3.487032660E2,-6.268963623E-1,-9.433981934E0,1.748963013E0,9.615190367E0
3.487133360E2,-7.056326294E-1,-9.358239441E0,1.777703247E0,9.551690514E0
3.487234070E2,-7.083270264E-1,-9.282646637E0,1.837578735E0,9.489254521E0
3.487334780E2,-7.809260559E-1,-9.395661621E0,1.861828308E0,9.610135663E0
3.487435180E2,-9.035211182E-1,-9.588610382E0,1.819616089E0,9.801469389E0
3.487535890E2,-6.441105652E-1,-9.585017853E0,1.844314728E0,9.782072504E0
3.487636600E2,-6.914122009E-1,-9.834848328E0,1.835183716E0,1.002846906E1
3.487737000E2,-7.943980408E-1,-9.933343506E0,1.697021027E0,1.010852422E1
3.487837710E2,-7.586224365E-1,-9.879455566E0,1.676363983E0,1.004934558E1
3.487938420E2,-7.653584290E-1,-9.858948212E0,1.758243713E0,1.004370720E1
3.488039130E2,-7.309300232E-1,-9.758656769E0,1.747466125E0,9.940788625E0
3.488139530E2,-6.982978821E-1,-9.588011627E0,1.735041962E0,9.768723433E0
3.488240240E2,-5.477110291E-1,-9.294322357E0,1.623074799E0,9.450861720E0
3.488340950E2,-6.098318481E-1,-9.267827454E0,1.545536041E0,9.415582948E0
3.488441650E2,-9.848020935E-1,-9.361981659E0,1.511407013E0,9.534195661E0
3.488542060E2,-8.713380432E-1,-9.228309631E0,1.703757019E0,9.424633500E0
3.488642760E2,-9.654922485E-1,-9.384285278E0,2.014810181E0,9.646576882E0
3.488743470E2,-1.098715210E0,-9.526190186E0,1.976040802E0,9.790822836E0
3.488844180E2,-1.121467896E0,-9.391919403E0,1.871857452E0,9.642079166E0
3.488944580E2,-9.339079285E-1,-8.937763824E0,1.771566010E0,9.159380565E0
3.489045290E2,-6.264472961E-1,-8.706794128E0,1.718725891E0,8.896893778E0
3.489146000E2,-5.318440247E-1,-8.999884644E0,1.771865387E0,9.188051405E0
3.489246400E2,-6.140231323E-1,-9.355994110E0,1.685045929E0,9.526333501E0
3.489347110E2,-6.243516541E-1,-9.500144348E0,1.839973755E0,9.696806745E0
3.489447820E2,-7.792794800E-1,-9.672136688E0,2.090253296E0,9.926059816E0
3.489548530E2,-9.199868774E-1,-9.815089417E0,2.191742249E0,1.009881628E1
3.489648930E2,-1.042581940E0,-9.969568176E0,2.229763184E0,1.026893912E1
3.489749640E2,-1.157093811E0,-9.992021484E0,2.197131042E0,1.029595767E1
3.489850340E2,-1.059796143E0,-9.737400970E0,2.065404968E0,1.001029686E1
3.489951679E2,-7.726931763E-1,-9.447304230E0,1.940265198E0,9.675393583E0
3.490052089E2,-5.459147644E-1,-9.375303955E0,1.858984222E0,9.573409503E0
3.490152789E2,-3.673361206E-1,-9.348958740E0,1.773811340E0,9.522834243E0
3.490253499E2,-2.118095398E-1,-9.289382629E0,1.659299469E0,9.438790582E0
3.490353899E2,-2.891986084E-1,-9.440268860E0,1.546434174E0,9.570463449E0
3.490454609E2,-2.294728088E-1,-9.597142639E0,1.439706116E0,9.707242570E0
3.490555319E2,-2.519261169E-1,-9.773176575E0,1.409169617E0,9.877459498E0
3.490656029E2,-7.316784668E-1,-9.998907166E0,1.383423157E0,1.012064017E1
3.490756429E2,-1.035097504E0,-1.001417542E1,1.354982300E0,1.015830267E1
3.490857139E2,-1.075513458E0,-9.796528015E0,1.466650085E0,9.963922562E0
3.490957849E2,-1.069675598E0,-9.543254700E0,1.610201569E0,9.737076832E0
3.491058559E2,-8.484356689E-1,-9.149723053E0,1.691183167E0,9.343306456E0
3.491158959E2,-6.789880371E-1,-9.253906403E0,1.818717957E0,9.455344704E0
3.491259669E2,-6.900650024E-1,-9.748927002E0,1.901046753E0,9.956492663E0
3.491360369E2,-5.528004456E-1,-9.749226379E0,1.949695587E0,9.957626033E0
3.491461079E2,-4.544549561E-1,-9.577533417E0,1.941911774E0,9.782979965E0
3.491561489E2,-3.776646423E-1,-9.444460144E0,1.921254730E0,9.645293035E0
3.491662189E2,-2.841091919E-1,-9.307794342E0,1.912423096E0,9.506477562E0
3.491762899E2,-2.179467773E-1,-9.270521851E0,1.855092316E0,9.456819956E0
3.491863299E2,-2.676434326E-1,-9.224866791E0,1.818717957E0,9.406249801E0
3.491964009E2,-5.137316895E-1,-9.302704926E0,1.786534882E0,9.486619317E0
3.492064719E2,-7.903564453E-1,-9.537865906E0,1.753603363E0,9.729885616E0
3.492165429E2,-9.651928711E-1,-9.743837585E0,1.723665619E0,9.942081841E0
3.492265829E2,-1.023571472E0,-9.843979340E0,1.711840210E0,1.004400442E1
3.492366539E2,-9.285191345E-1,-9.770781555E0,1.735041962E0,9.966980014E0
3.492467249E2,-8.262817383E-1,-9.710157623E0,1.763183441E0,9.903470020E0
3.492567949E2,-8.044271851E-1,-9.668095093E0,1.711241455E0,9.851269621E0
3.492668359E2,-7.632627869E-1,-9.586065674E0,1.633702698E0,9.754189340E0
3.492769069E2,-7.075785828E-1,-9.588311005E0,1.587448883E0,9.744555882E0
3.492869769E2,-7.008425903E-1,-9.541757812E0,1.570234680E0,9.695460765E0
3.492970179E2,-8.458909607E-1,-9.610464935E0,1.566492462E0,9.773968816E0
3.493070879E2,-1.017583923E0,-9.662855988E0,1.601070557E0,9.847318915E0
3.493171589E2,-1.166075134E0,-9.607620850E0,1.650018768E0,9.817773248E0
3.493272299E2,-1.269659729E0,-9.437724152E0,1.687440948E0,9.671097660E0
3.493372699E2,-1.309476929E0,-9.365873566E0,1.712139587E0,9.610709622E0
3.493473409E2,-1.225202179E0,-9.338779907E0,1.721420288E0,9.574822105E0
3.493574119E2,-1.047970734E0,-9.325756989E0,1.735640717E0,9.543607010E0
3.493674829E2,-8.620573425E-1,-9.406888275E0,1.772464142E0,9.611155967E0
3.493775229E2,-5.809419250E-1,-9.434580688E0,1.841620331E0,9.630180254E0
3.493875939E2,7.888595581E-2,-9.061855774E0,1.851649475E0,9.249435596E0
3.493976649E2,6.259982300E-1,-8.591683502E0,1.750459900E0,8.790506757E0
3.494077349E2,2.357597351E-1,-9.079519043E0,1.863175507E0,9.271713524E0
3.494177759E2,-6.800358582E-1,-1.023421783E1,2.087858276E0,1.046713025E1
3.494278469E2,-1.007105713E0,-1.052596115E1,2.135309601E0,1.078747733E1
3.494379169E2,-1.392254791E0,-1.054721695E1,2.026934967E0,1.083007960E1
3.494479579E2,-1.862427063E0,-1.036669235E1,1.857038269E0,1.069511739E1
3.494580279E2,-2.140548706E0,-1.016775604E1,1.761387177E0,1.053886600E1
3.494680989E2,-2.048190765E0,-1.007330246E1,1.737586670E0,1.042524414E1
3.494781699E2,-1.837129669E0,-1.010368927E1,1.775308228E0,1.042167461E1
3.494882099E2,-1.462009735E0,-1.005444168E1,1.819616089E0,1.032183475E1
3.494982809E2,-1.142574005E0,-9.916578369E0,1.829794922E0,1.014850488E1
3.495083519E2,-9.333091736E-1,-9.862241364E0,1.809287567E0,1.007017340E1
3.495184229E2,-7.048841858E-1,-9.734856262E0,1.719773712E0,9.910696735E0
3.495284629E2,-6.246510315E-1,-9.551038513E0,1.575922852E0,9.700312285E0
3.495385339E2,-4.914280701E-1,-9.369466095E0,1.479822693E0,9.498329940E0
3.495486049E2,-4.098477173E-1,-9.226962433E0,1.448837128E0,9.349007429E0
3.495586449E2,-4.444258118E-1,-9.226363678E0,1.418150940E0,9.345290424E0
3.495687159E2,-2.260299683E-1,-8.923094330E0,1.412462769E0,9.037021248E0
3.495787859E2,-7.738906860E-2,-8.769214325E0,1.384920044E0,8.878238140E0
3.495888569E2,-5.538482666E-2,-8.991352386E0,1.318907318E0,9.087739088E0
3.495988979E2,-2.068698120E-1,-9.442065125E0,1.339714050E0,9.538879529E0
3.496089679E2,-2.948867798E-1,-9.581874390E0,1.449435883E0,9.695366904E0
3.496190389E2,-1.113684082E-1,-9.077423401E0,1.523082733E0,9.204987753E0
3.496291099E2,3.074606323E-1,-8.571625214E0,1.508413239E0,8.708765776E0
3.496391499E2,5.014572144E-1,-8.863518219E0,1.471440125E0,8.998808288E0
3.496492209E2,2.528242493E-1,-9.749825134E0,1.392254791E0,9.851973592E0
3.496592919E2,1.457968140E-1,-9.968969421E0,1.447489929E0,1.007456377E1
3.496693319E2,3.501219177E-1,-9.481732635E0,1.555415497E0,9.614840430E0
3.496794029E2,3.930825806E-1,-9.572893066E0,1.525777130E0,9.701690132E0
3.496894739E2,2.610571289E-1,-9.858948212E0,1.524579620E0,9.979546767E0
3.496995449E2,1.981878662E-1,-9.879305878E0,1.453627167E0,9.987642114E0
3.497095849E2,1.481918335E-1,-9.845326538E0,1.371448059E0,9.941493109E0
3.497196559E2,-1.210981750E-1,-9.912985840E0,1.350491638E0,1.000528764E1
3.497297259E2,-3.695814514E-1,-9.786648560E0,1.412163391E0,9.894912123E0
3.497397969E2,-4.608915710E-1,-9.493258667E0,1.551972656E0,9.630316728E0
3.497498369E2,-6.833290100E-1,-9.497300262E0,1.594484253E0,9.654430633E0
3.497599079E2,-9.009764099E-1,-9.529782715E0,1.600920868E0,9.705228730E0
3.497699789E2,-9.657916260E-1,-9.522148590E0,1.601819000E0,9.704117237E0
3.497800499E2,-1.085542603E0,-9.580527191E0,1.649869080E0,9.781971784E0
3.497900899E2,-1.025966492E0,-9.507179718E0,1.709894257E0,9.714052285E0
3.498001609E2,-1.473236389E0,-9.796977081E0,1.720671844E0,1.005544116E1
3.498102319E2,-1.498982849E0,-9.707313538E0,1.859433289E0,9.996818387E0
3.498202719E2,-1.673519897E0,-9.659413147E0,1.926044769E0,9.990724681E0
3.498303429E2,-1.713187408E0,-9.479936371E0,1.967807922E0,9.832419474E0
3.498404139E2,-1.646725616E0,-9.328451385E0,1.980681152E0,9.677541441E0
3.498504839E2,-1.654808807E0,-9.408684540E0,1.913770294E0,9.742907867E0
3.498605249E2,-1.597927094E0,-9.424102478E0,1.892664185E0,9.744190897E0
3.498705959E2,-1.536255341E0,-9.425749054E0,1.867815857E0,9.731061698E0
3.498806659E2,-1.353485413E0,-9.478888550E0,1.843865662E0,9.750953363E0
3.498907369E2,-1.426683197E0,-9.649982758E0,1.792971497E0,9.918283065E0
3.499007769E2,-1.367107086E0,-9.620045013E0,1.797013092E0,9.881472760E0
3.499108479E2,-1.304537201E0,-9.654024353E0,1.794767761E0,9.905715261E0
3.499209189E2,-1.018931122E0,-9.485774231E0,1.766626282E0,9.702530691E0
3.499309589E2,-7.460485840E-1,-9.328152008E0,1.668280792E0,9.505481007E0
3.499410299E2,-5.685177612E-1,-9.287885742E0,1.571581879E0,9.437049518E0
3.499511009E2,-5.284011841E-1,-9.344468079E0,1.585203552E0,9.492689913E0
3.499611719E2,-5.050497437E-1,-9.425898743E0,1.696721649E0,9.590698969E0
3.499712119E2,-5.686674500E-1,-9.597292328E0,1.839524689E0,9.788526640E0
3.499812829E2,-5.956114197E-1,-9.703421631E0,1.973945160E0,9.920060675E0
3.499914138E2,-5.547463989E-1,-9.690099335E0,2.025288391E0,9.915016982E0
3.500014838E2,-4.213737488E-1,-9.629026337E0,2.026485901E0,9.848977060E0
3.500115248E2,-3.507206726E-1,-9.641600189E0,1.914668427E0,9.836128018E0
3.500215948E2,-3.501219177E-1,-9.661059723E0,1.709894257E0,9.817453779E0
3.500316658E2,-3.124003601E-1,-9.619296570E0,1.507365417E0,9.741694462E0
3.500417368E2,-2.906954956E-1,-9.594148865E0,1.354084167E0,9.693592742E0
3.500517768E2,-2.679428101E-1,-9.585317230E0,1.288370819E0,9.675226050E0
3.500618478E2,-2.520758057E-1,-9.602082367E0,1.325792999E0,9.696455799E0
3.500719188E2,-2.607577515E-1,-9.622589722E0,1.395547943E0,9.726755966E0
3.500819588E2,-3.724255371E-1,-9.686656494E0,1.448388062E0,9.801420448E0
3.500920298E2,-4.785548401E-1,-9.689799957E0,1.462159424E0,9.811174656E0
3.501021008E2,-5.346881104E-1,-9.641001434E0,1.447789307E0,9.763754089E0
3.501121718E2,-5.436694336E-1,-9.566606140E0,1.389261017E0,9.682229891E0
3.501222118E2,-5.757028198E-1,-9.566755829E0,1.299148407E0,9.671713261E0
3.501322828E2,-6.697073364E-1,-9.644743652E0,1.280587006E0,9.752409503E0
3.501423538E2,-7.313790894E-1,-9.665251007E0,1.394350433E0,9.792660799E0
3.501524238E2,-7.978408813E-1,-9.639504547E0,1.476978607E0,9.784582965E0
3.501624648E2,-8.141569519E-1,-9.583221588E0,1.536255341E0,9.739664677E0
3.501725348E2,-8.494834900E-1,-9.580826569E0,1.552122345E0,9.742840639E0
3.501826058E2,-8.816665649E-1,-9.610464935E0,1.540596313E0,9.773014336E0
3.501926468E2,-8.815168762E-1,-9.583670654E0,1.534159698E0,9.745638060E0
3.502027168E2,-8.416996765E-1,-9.528884583E0,1.527274017E0,9.687139188E0
3.502127878E2,-7.412585449E-1,-9.475146332E0,1.512604523E0,9.623712105E0
3.502228588E2,-6.670129395E-1,-9.484576721E0,1.523082733E0,9.629220262E0
3.502328988E2,-6.059399414E-1,-9.503736877E0,1.573228455E0,9.652109905E0
3.502429698E2,-5.625302124E-1,-9.516759796E0,1.647923126E0,9.674751050E0
3.502530408E2,-5.388793945E-1,-9.522148590E0,1.732347565E0,9.693437618E0
3.502631118E2,-5.316943359E-1,-9.521699524E0,1.767374725E0,9.698921286E0
3.502731518E2,-5.786965942E-1,-9.613458710E0,1.775457916E0,9.793147039E0
3.502832228E2,-6.071374512E-1,-9.653874664E0,1.785786438E0,9.836409158E0
3.502932928E2,-6.045927429E-1,-9.644893341E0,1.761387177E0,9.823033377E0
3.503033638E2,-6.021977234E-1,-9.608818359E0,1.688788147E0,9.774663051E0
3.503134048E2,-6.451583862E-1,-9.588760071E0,1.618135071E0,9.745712398E0
